gse_id	split_id	split_path	manuscript_role	manuscript_interpretation_group	manuscript_interpretation_label	contrast_label	control_label	tissue	time_h	permutation_status	fail_reason	n_permutations	n_control	n_delivery	observed_delta_mean_imrs_z	null_mean_delta	null_sd_delta	null_q025_delta	null_q05_delta	null_q50_delta	null_q95_delta	null_q975_delta	null_z	empirical_p_two_sided	empirical_p_greater	empirical_p_less	empirical_p_two_sided_fdr	empirical_p_greater_fdr	empirical_p_less_fdr	observed_outside_95pct_null
GSE264344	GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Muscle	3	ok	NA	1000	5	5	1.8285090170879783	-0.003174982354511205	0.6699150094094817	-1.324675535639827	-1.1147620631857875	-0.0020225532937938606	1.0983058843698328	1.310040652566365	2.7342035537568967	0.008991008991008992	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	dLN	3	ok	NA	1000	5	5	4.35817929066291	-0.12733605732492811	1.5037688128362865	-2.9917168360140645	-2.620449051737844	-0.4562384503039705	2.605413146993111	2.964060204845848	2.982849032177775	0.01098901098901099	0.005994005994005994	1	0.02706970448905933	0.014468290330359295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	dLN	3	ok	NA	1000	5	5	2.7627049595948865	-0.005474792259544105	1.0127236055295166	-2.0037179834129573	-1.6137206791546177	0	1.646061289435517	1.9947543510453054	2.7334010353269584	0.015984015984015984	0.007992007992007992	1	0.033905488450942996	0.016454134101192924	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	Blood	6	ok	NA	1000	5	5	3.515367759659114	-0.05932032074112994	1.1822431551520145	-2.1992338976554713	-2.1269220988606357	-0.5283899705970732	2.0973998114376893	2.1380262800246994	3.0236487856346317	0.008991008991008992	0.004995004995004995	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Blood	6	ok	NA	1000	5	5	4.749455631909948	-0.02790603010121381	1.602197870649775	-3.0990363744975165	-2.8100207008180282	-0.5718107673220976	2.78132835292655	3.0764670514721892	2.9817550937536144	0.00999000999000999	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	Muscle	6	ok	NA	1000	5	5	4.409334481944208	-0.07844285673710277	1.4996320611375435	-2.8480548536877723	-2.754732590077589	-0.4279521634707787	2.68178005766572	2.8316338289623406	2.992585618152972	0.007992007992007992	0.002997002997002997	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Muscle	6	ok	NA	1000	5	5	4.115105313956205	-0.024144610949479523	1.4539782525733986	-2.658805726642115	-2.397067571277082	0	2.4278136434876374	2.998640973491296	2.8468444542273024	0.005994005994005994	0.001998001998001998	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	dLN	6	ok	NA	1000	5	5	5.703930536988686	-0.009424923892784553	1.9142031467455083	-3.679738660789466	-3.352174674464683	0.880829187199828	3.381553263645123	3.679738660789466	2.9847174113130097	0.01098901098901099	0.006993006993006993	1	0.02706970448905933	0.015790660951951276	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	dLN	6	ok	NA	1000	5	5	5.288429542245774	0.08234490823806126	1.74088504324976	-3.364186746227982	-3.1368129931865147	0.6568693268322261	3.0607275583784186	3.336347820715317	2.990481568093299	0.007992007992007992	0.002997002997002997	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	Blood	12	ok	NA	1000	5	5	4.557142380026869	0.10934148281940874	1.5341588504732069	-2.820414786667539	-2.731307962938729	0.7280310325018635	2.7481029878727035	2.820414786667539	2.899178853503696	0.006993006993006993	0.004995004995004995	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Blood	12	ok	NA	1000	5	5	2.7728375923214097	0.06191524851362493	0.9156318553518672	-1.722492274573228	-1.6242657878931628	0.3516880764843322	1.651056439572252	1.766401535731762	2.9607121333344257	0.004995004995004995	0.004995004995004995	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	Muscle	12	ok	NA	1000	5	5	4.379052454232406	0.032674151064282835	1.4777582992248084	-2.7125254468044657	-2.554816121947277	0.42036263513346184	2.554816121947277	2.7125254468044657	2.9411970181105493	0.007992007992007992	0.004995004995004995	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Muscle	12	ok	NA	1000	5	5	4.561337243094393	-0.00777050904585566	1.5898596432864567	-3.079100644842793	-2.723892295384054	0.3064416530856724	2.7134085322260697	3.0924171977581514	2.873906367416988	0.007992007992007992	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	dLN	12	ok	NA	1000	5	5	5.521888634175941	-0.02716479210521349	1.8867504281299536	-3.3259738100203426	-3.290698987885288	0.8062566426963018	3.2723668742578145	3.3259738100203426	2.9410638225115338	0.008991008991008992	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	dLN	12	ok	NA	1000	5	5	5.006224300092883	0.03470683950882322	1.6150610356597137	-3.1165402842644525	-2.9115991842043094	0.5632658664181434	2.9315170856418606	3.134755763776207	3.078222649680428	0.006993006993006993	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	Blood	24	ok	NA	1000	5	5	2.7381119047981937	-0.04810676341575984	0.9162506481861102	-1.714633471351527	-1.674007002764517	-0.4101935418159519	1.6510252271859538	1.6954444933122703	3.040891347503868	0.006993006993006993	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Blood	24	ok	NA	1000	5	5	1.4094733289679715	-0.022384292160526172	0.4793009058935281	-0.9050296907738682	-0.8795257183737994	-0.12434441543747554	0.8623699253635705	0.8987509239420156	2.9873876796856513	0.005994005994005994	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	Muscle	24	ok	NA	1000	5	5	3.5649069751207745	0.04323257148506307	1.1792918375703771	-2.169990312213453	-2.0849757108716083	0.24656503240943706	2.033939905229518	2.1752385787596857	2.986262001856302	0.005994005994005994	0.002997002997002997	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	Muscle	24	ok	NA	1000	5	5	3.5245362334746155	0.06652895221858818	1.3041465958055016	-2.1338712761914573	-1.8890882968031193	0.02312428086523094	1.9675917262256997	2.917193155619956	2.6515479873029157	0.01098901098901099	0.004995004995004995	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad26__vs__baseline_0	baseline_0	dLN	24	ok	NA	1000	5	5	3.75024700596753	0.039332228699070874	1.3075648108432747	-2.3374750877133046	-2.2762289707539742	0.21726716281635827	2.325473263999716	2.3707264719697916	2.838035060667636	0.01098901098901099	0.006993006993006993	1	0.02706970448905933	0.015790660951951276	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_ad5__vs__baseline_0	baseline_0	dLN	24	ok	NA	1000	5	5	3.164769842555989	-0.03774681266713155	1.0910981403080682	-2.1944004657691725	-1.8657850483601428	-0.39259570011344946	1.8501395090315722	2.1944004657691725	2.9351316228244144	0.008991008991008992	0.004995004995004995	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_250_g_alum_5_g_gi_1_gii_4_vlp_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	ok	NA	1000	4	4	0.4684414966881426	0.0018764472754101843	0.8128829988518613	-1.3371652411094377	-1.2142721392505123	0.004056799975628161	1.2197657471927221	1.3371652411094377	0.5739633502874607	0.5734265734265734	0.2887112887112887	0.7252747252747253	0.5902920608802962	0.3062089425725789	1	FALSE
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_125_g_lnps_5_g_gi_1_gii_4_vlp_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	ok	NA	1000	4	4	22.534933511125143	-0.2947878536229248	8.39556318106264	-13.189213502368922	-12.559452419825183	-0.0034699759777261363	12.099975066176043	13.066320400509998	2.719260265498767	0.023976023976023976	0.007992007992007992	1	0.04536004536004536	0.016454134101192924	1	TRUE
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_1000_g_lnps_5_g_gi_1_gii_4_vlp_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	ok	NA	1000	4	4	28.73023370273408	0.07299900663749467	11.039851267007325	-15.527013585242548	-14.897252502698809	0.03141582791728936	14.953635464145439	15.527013585242548	2.59579898342824	0.03896103896103896	0.024975024975024976	1	0.06060606060606061	0.03719684570748401	1	TRUE
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_1000_g_lnps_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	ok	NA	1000	4	4	28.281184954437517	-0.3408844767187561	10.58394629981489	-15.19949241012883	-14.749658441283362	-0.05103362176194537	14.62676533942444	15.079671635816373	2.7042908779362254	0.027972027972027972	0.015984015984015984	1	0.04828504828504829	0.027289783387344363	1	TRUE
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_250_g_alum_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	ok	NA	1000	4	4	-0.521111432394882	-0.022445103130991073	0.5430056401611998	-1.105316872840209	-1.057367095546431	-0.025142944262412092	0.9412023900715422	1.057367095546431	-0.9183446586592617	0.3546453546453546	0.8271728271728271	0.18681318681318682	0.39405039405039405	0.8271728271728271	1	FALSE
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_5_g_gi_1_gii_4_vlp__vs__baseline_0	baseline_0	draining lymph nodes	24	ok	NA	1000	4	4	2.562748652650221	0.010873579694173761	1.1566137990401508	-1.9276849698177356	-1.8611062422051274	0.0035893613511883693	1.9101845871457108	1.9276849698177356	2.2063328961437207	0.04695304695304695	0.023976023976023976	1	0.06993006993006992	0.03719684570748401	1	TRUE
GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_vaccination_with_sm102__vs__baseline_0	baseline_0	lymph node	6	ok	NA	1000	3	3	56.61527045924109	1.0084248845506185	25.394781986520325	-56.61527045924109	-20.98642482624321	16.408724703985083	56.61527045924109	56.61527045924109	2.1896957258466268	0.1018981018981019	0.055944055944055944	1	0.13458239873334213	0.07120152574698028	1	FALSE
GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_vaccination_with_ssop__vs__baseline_0	baseline_0	lymph node	6	ok	NA	1000	3	3	13.680287410826422	0.08034594720836671	6.079946794387104	-13.680287410826422	-5.9665741251759155	2.815665351842826	5.9665741251759155	13.680287410826422	2.2368520520892177	0.0919080919080919	0.04795204795204795	1	0.12867132867132866	0.06455083378160302	1	FALSE
GSE39129	GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE39129_design/GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none.tsv	anchor	strict_anchor	Locked anchor (production)	delivery_lentiviral_vector_lv___vs__delivery_none	delivery_none	liver	4	ok	NA	1000	3	3	34.722530908038976	0.578325432466346	15.725794988102395	-34.722530908038976	-14.785585241225965	9.493732894652414	34.722530908038976	34.722530908038976	2.1712228540054723	0.1048951048951049	0.061938061938061936	1	0.1347743165924984	0.07742257742257742	1	FALSE
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	WT_virus_plus_rh9C12_H433A_whole_liver__vs__WT_uninfected_whole_liver	WT_uninfected_whole_liver	whole liver	4	ok	NA	1000	4	4	11.160680267451342	-0.06215179385784631	4.27509566861076	-6.756446310095053	-6.182505464816419	-0.020800849325913973	6.0129998354219865	6.577146420408678	2.625165126411352	0.028971028971028972	0.014985014985014986	1	0.04828504828504829	0.026223776223776224	1	TRUE
